Date,Open,High,Low,Close,Adj Close,Volume
2023-10-29,32078.402344,32543.541016,32047.259766,32250.443359,32250.443359,9612180977
2023-10-30,32250.250000,32855.382813,32116.095703,32700.621094,32700.621094,10566460826
2023-10-31,32694.238281,32875.949219,32171.355469,32506.679688,32506.679688,16190853625
2023-11-01,32504.523438,32827.054688,32104.228516,32773.707031,32773.707031,14897317685
2023-11-02,32763.775391,33607.292969,32370.273438,33472.753906,33472.753906,21201940470
2023-11-03,33476.839844,33898.273438,32407.041016,32911.648438,32911.648438,19780160358
2023-11-04,32915.636719,32915.636719,32061.949219,32351.423828,32351.423828,15982244495
2023-11-05,32355.148438,32839.230469,32243.718750,32677.312500,32677.312500,8905867542
2023-11-06,32684.591797,32944.937500,32253.388672,32660.251953,32660.251953,11566641714
2023-11-07,32655.996094,32826.062500,32386.474609,32688.990234,32688.990234,11842658843
2023-11-08,32698.714844,33560.523438,32345.003906,33137.675781,33137.675781,17609387418
2023-11-09,33115.156250,33611.476563,32887.550781,33287.515625,33287.515625,16146859628
2023-11-10,33267.312500,35384.437500,33234.445313,34397.785156,34397.785156,35400428411
2023-11-11,34406.343750,35049.128906,34064.593750,34881.023438,34881.023438,21230445244
2023-11-12,34877.378906,34968.074219,34375.949219,34716.574219,34716.574219,13016381749
2023-11-13,34712.781250,34743.265625,34381.042969,34661.761719,34661.761719,10800162934
2023-11-14,34676.527344,35005.164063,34023.437500,34109.410156,34109.410156,17808365370
2023-11-15,34099.531250,34338.988281,32151.746094,32669.894531,32669.894531,21932206517
2023-11-16,32679.521484,34982.636719,32539.208984,34899.304688,34899.304688,25212076781
2023-11-17,34898.750000,34958.917969,32737.666016,33312.570313,33312.570313,23962892787
2023-11-18,33321.835938,33620.937500,33045.832031,33522.195313,33522.195313,20559421592
2023-11-19,33548.472656,33744.414063,33189.351563,33512.136719,33512.136719,10887477949
2023-11-20,33512.195313,34384.375000,33355.406250,34282.230469,34282.230469,11843533441
2023-11-21,34270.792969,34522.949219,33757.363281,34239.582031,34239.582031,19083822904
2023-11-22,34232.460938,34361.031250,32805.488281,32805.488281,32805.488281,23057727173
2023-11-23,32753.039063,34766.902344,32674.646484,34379.769531,34379.769531,22407676695
2023-11-24,34368.835938,34462.933594,33846.667969,34197.492188,34197.492188,13036216281
2023-11-25,34203.632813,35123.718750,34172.097656,34459.363281,34459.363281,20941268119
2023-11-26,34460.398438,34616.628906,34365.390625,34529.257813,34529.257813,8312913238
2023-11-27,34529.292969,34540.183594,33939.660156,34259.402344,34259.402344,12564021872
2023-11-28,34236.613281,34353.511719,33613.945313,33993.832031,33993.832031,17339865672
2023-11-29,33988.195313,34916.312500,33688.132813,34379.074219,34379.074219,19716407904
2023-11-30,34374.550781,34911.050781,34278.875000,34499.992188,34499.992188,18889675827
2023-12-01,34502.382813,34753.734375,34433.921875,34625.015625,34625.015625,16632736550
2023-12-02,34629.847656,35832.484375,34523.882813,35518.437500,35518.437500,21586052430
2023-12-03,35518.925781,36447.085938,35485.246094,36260.984375,36260.984375,14268788411
2023-12-04,36257.195313,36873.023438,36097.328125,36724.750000,36724.750000,14486279586
2023-12-05,38742.195313,38739.714844,38195.847656,38619.500000,38619.500000,25033019392
