DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,flag
2018-11-22,12,2,16,3,10,8,0.8,90,9.625,1014,44.5,12,8,2,116.0,0.0,1.0,3.4,unknown,True
2018-11-23,9,6,18,6,9,8,7.9,97,8.5,1013,75.75,9,8,5,143.0,0.0,1.0,3.4,bad,False
2018-11-24,12,7,18,7,12,9,1.6,86,9.875,1010,41.125,12,7,7,122.0,0.0,1.0,8.7,bad,False
2018-11-25,8,5,24,7,8,6,10.7,92,7.0,1007,81.5,8,7,3,116.0,0.0,1.0,3.4,very bad,False
2018-11-26,9,5,13,5,9,6,0.0,94,7.0,1019,46.125,9,6,3,116.0,0.0,1.0,6.9,very bad,False
2018-11-27,12,5,26,7,12,11,5.4,90,9.625,1020,83.875,12,11,7,122.0,0.0,1.0,3.4,very bad,False
2018-11-28,13,11,29,12,13,11,1.1,81,9.875,1018,86.0,13,11,9,122.0,0.0,1.0,5.1,bad,False
2018-11-29,15,11,29,11,15,12,1.7,81,8.875,1014,64.875,15,11,8,116.0,0.0,1.0,5.1,not good not bad,False
2018-11-30,13,9,18,9,13,9,0.4,87,10.0,1018,21.375,13,9,9,116.0,0.0,1.0,8.7,not good not bad,False
2018-12-01,14,9,35,11,13,14,15.3,95,8.875,1018,90.5,14,13,9,122.0,0.0,1.0,3.3,bad,False
2018-12-02,15,15,33,15,15,15,3.9,92,9.375,1011,100.0,15,14,12,122.0,0.0,1.0,3.3,bad,False
2018-12-03,15,12,37,14,15,12,0.0,86,10.0,1016,81.625,16,13,13,122.0,0.0,1.0,3.3,bad,False
2018-12-04,14,10,8,10,14,11,0.0,97,5.75,1023,62.375,14,11,11,143.0,0.0,1.0,5.1,not good not bad,False
2018-12-05,14,10,21,10,14,13,0.7,93,7.375,1022,69.125,14,12,9,122.0,0.0,1.0,6.9,bad,False
2018-12-06,14,12,19,13,14,12,0.1,92,10.0,1024,97.5,14,12,11,122.0,0.0,1.0,3.3,bad,False
2018-12-07,13,9,39,13,13,9,1.1,87,9.875,1023,62.625,13,11,8,113.0,0.0,1.0,5.1,not good not bad,False
2018-12-08,14,9,37,10,12,14,0.9,87,9.875,1021,73.125,14,12,8,122.0,0.0,1.0,3.3,bad,False
2018-12-09,13,9,34,10,13,9,0.0,73,10.0,1029,39.5,13,8,8,113.0,0.0,1.0,8.7,not good not bad,False
2018-12-10,11,6,10,6,11,7,0.0,87,10.0,1032,16.0,11,7,6,113.0,0.0,1.0,8.7,bad,False
2018-12-11,9,4,11,4,9,6,0.0,90,10.0,1029,7.375,10,6,3,113.0,0.0,1.0,8.7,very bad,False
2018-12-12,6,3,13,5,6,3,0.4,84,9.0,1021,55.5,7,3,2,116.0,0.0,1.0,5.1,very bad,False
2018-12-13,3,2,23,3,3,2,1.4,86,8.875,1014,88.875,3,1,-3,116.0,0.0,1.0,8.7,unknown,True
2018-12-14,4,-2,12,-2,3,1,0.0,84,10.0,1023,37.625,5,0,-4,119.0,0.0,1.0,8.7,very bad,False
2018-12-15,13,2,29,2,8,13,3.7,95,9.625,1021,85.625,13,12,1,122.0,0.0,1.0,3.3,very bad,False
2018-12-16,12,7,23,7,12,9,1.6,91,10.0,1015,48.375,12,7,6,116.0,0.0,1.0,6.9,unknown,True
2018-12-17,12,7,15,7,12,9,0.0,89,10.0,1024,33.25,12,8,7,122.0,0.0,1.0,6.9,bad,False
2018-12-18,11,7,35,7,10,11,3.5,79,8.75,1022,68.0,11,10,3,122.0,0.0,1.0,5.1,bad,False
2018-12-19,10,8,20,9,10,8,2.0,89,9.75,1014,55.0,10,8,6,116.0,0.0,1.0,5.1,bad,False
2018-12-20,12,7,20,7,12,11,1.1,88,8.875,1018,55.375,12,11,6,122.0,0.0,1.0,6.9,bad,False
2018-12-21,14,13,40,14,14,14,13.0,92,9.125,1019,97.875,14,13,12,122.0,0.0,1.0,3.3,bad,False
2018-12-22,14,10,18,12,14,11,0.0,91,7.75,1027,88.25,14,11,10,143.0,0.0,1.0,3.3,bad,False
2018-12-23,14,11,24,13,14,12,0.7,90,7.75,1028,83.875,14,12,10,119.0,0.0,1.0,3.3,bad,False
2018-12-24,13,10,6,10,13,11,0.0,97,5.5,1033,65.875,14,12,11,116.0,0.0,1.0,6.9,bad,False
2018-12-25,10,5,14,6,9,5,0.0,86,9.625,1034,34.375,11,9,4,113.0,0.0,1.0,8.7,very bad,False
2018-12-26,7,2,12,2,7,4,0.0,69,10.0,1031,26.375,8,2,0,116.0,0.0,1.0,8.7,very bad,False
2018-12-27,7,2,6,2,6,5,0.0,85,10.0,1027,30.75,8,6,3,119.0,0.0,1.0,8.7,very bad,False
2018-12-28,7,2,8,2,7,3,0.0,89,8.0,1035,18.75,8,4,4,113.0,0.0,1.0,8.7,very bad,False
2018-12-29,7,1,6,1,6,4,0.0,94,7.0,1038,33.0,8,5,1,116.0,0.0,1.0,8.7,very bad,False
2018-12-30,9,4,6,5,9,8,0.1,95,6.0,1038,70.375,10,9,7,143.0,0.0,1.0,3.3,very bad,False
2018-12-31,9,5,10,5,9,6,0.0,95,6.0,1038,40.25,10,7,5,116.0,0.0,1.0,8.7,very bad,False
